title,genre,artists,song_desc,youtube_url
Pretty Savage,Trap/K-Pop,BLACKPINK,"A 3:19 trap anthem with 85 BPM, featuring chanted vocals, skittish beats, and prowling piano, delivering a defiant message of unapologetic self-worth. Critics praise its hypnotic intensity and assertive energy, with Rolling Stone calling it the ""sassiest kiss-off track since Ariana Grande's 'Thank U, Next'."" The track has amassed over 200 million views on YouTube, underscoring its widespread appeal.",https://www.youtube.com/watch?v=F8c8f2nK82w
Ice Cream,Pop/Bubblegum,"BLACKPINK, Selena Gomez","Upbeat electropop track in E major, 80 BPM, 2:56 duration, blending bubblegum pop with trap elements. Features playful vocals from five artists, including and members, with a rap verse in Korean. Lyrically, it employs metaphors to convey flirtation and allure. Accompanied by a vibrant music video showcasing colorful, candy-themed visuals. Debuted at number 13 on the US Billboard Hot 100, marking a significant achievement for a female Korean act.",https://www.youtube.com/watch?v=gazx7220q0g
Forever Young,EDM/Pop,BLACKPINK,"Mid-tempo moombahton track with house beats and reggaeton swing, blending tropical vibes with energetic drops; lyrics celebrate youth and self-confidence; features dynamic rap verses and harmonized vocals; certified platinum in South Korea; included in Japanese compilation album; performed at Coachella 2019; praised for vibrant energy and catchy composition.",https://www.youtube.com/watch?v=s_7yNDzG7OI
Typa Girl,Trap/Pop,BLACKPINK,"A 3-minute hip-hop-pop-electronic track in G Major at 132 BPM, featuring trap beats, synths, organ, brass, and piano. Noted for its empowering lyrics and sassy wordplay, it peaked at number 16 on the Billboard Global 200. Critics praised its addictive beat and confident tone, though some questioned its originality. Fans highlighted Rosé's unexpected rap performance, drawing comparisons to Lisa's style.",https://www.youtube.com/watch?v=UhxW9Njqqu0
Don’t Know What To Do,EDM/Pop,BLACKPINK,"Mid-tempo electropop track in B minor, 4/4 time, 3:22 duration, featuring throbbing bass, whistle-like hook, and acoustic guitar elements. Vocals showcase emotional depth, with Jisoo's falsetto and Rosé's breathy delivery. Lyrically explores post-breakup confusion and longing. Notably performed at Coachella 2019, highlighting 's versatility beyond their typical trap-influenced sound.",https://www.youtube.com/watch?v=1oYwBgFOTHg
Bet You Wanna,Pop/Hip-Hop,"BLACKPINK, Cardi B","Upbeat pop track featuring catchy vocals and a rap verse, blending bubblegum pop with hip-hop elements. Simple beat enhanced by group's voices and rapper's flow. Lyrically, it promises a good time to a significant other. Released in 2020, it received positive reviews, with critics praising its catchy nature and the collaboration's success. Notably, it was 's first collaboration with a rapper.",https://www.youtube.com/watch?v=gXBdvSj9F2I
JUMP,Pop/EDM,BLACKPINK,"Fast-paced hardstyle and dance-pop anthem blending club music, synth-pop, European techno, and EDM; energetic tempo; striking guitar riff evoking Western film; addictive chorus; co-written by Teddy, Diplo, 24, Zikai, Claudia Valentina, Jumpa, Malachiii, and Jesse Bluu; co-produced by Diplo, 24, Boaz van de Beatz, Zecca, and Ape Drums; released July 11, 2025; music video directed by Dave Meyers; debuted at number one on Billboard Global 200; reached 100 million YouTube views in 15 days; part of",https://www.youtube.com/watch?v=RUKqwwyAiEU
THE GIRLS (OST),Pop/EDM,BLACKPINK,"An EDM and trap fusion track featuring hip-hop beats and Turkish flute motifs, driven by dynamic programmed drums and sub-bass, with a duration of 2 minutes and 42 seconds. The song's structure includes verses, a pre-chorus, and a chorus, with lyrics emphasizing independence and courage. The accompanying animated music video showcases the group's avatars performing synchronized choreography. The track received mixed reviews, with some fans expressing excitement and others criticizing its",https://www.youtube.com/watch?v=cSqOY5nktfg
Crazy Over You,Trap/Pop,BLACKPINK,"A dynamic fusion of retro hip-hop and minimalist trap, this track features a Balkan whistle and surf rock guitar, blending Eastern and Western influences. The production is marked by a bass-heavy drop and distinctive ""eee-eee-eee-eee"" vocal ad-libs. Critics have noted its experimental nature, with some finding the transitions between sections jarring, while others appreciate its unique sound. The song has achieved significant streaming success, surpassing 100 million streams on Spotify.",https://www.youtube.com/watch?v=Wu9EupoKUls
See U Later,Pop/Trap,BLACKPINK,"Mid-tempo dance-pop track at 107 BPM, blending pop and hip-hop with trap-laden chorus, reminiscent guitar, and distorted 808 bass. Features reverb-drenched vocals and rap verses, creating a dynamic, swagger-filled atmosphere. Notably banned by KBS for explicit language. Critics praise its catchy hook and empowering themes, though some find the chorus repetitive. Achieved over 100 million streams on Spotify, reflecting its popularity.",https://www.youtube.com/watch?v=fpimnj4SNjQ
bad,Indie Rock/Pop,Wave to Earth,"Upbeat indie track with mellow synths, soft percussion, and warm guitar, featuring airy falsetto vocals and lo-fi sheen; lyrics depict transformative love turning mundane day into joyful experience.; mid‑tempo groove; bright acoustic elements; soft saturation on bus; verse–pre–hook–chorus form; earworm motif; tight vocal comp; plate reverb",https://www.youtube.com/watch?v=6Q5xqNkCk7w
love.,Indie/Bedroom Pop,Wave to Earth,"A 5:07 track from ""0.1 flaws and all."" album, blending indie pop, rock, R&B, and sophisti-pop. Features a prominent guitar riff throughout, accompanied by exposed vocals and rhythmic beats. Lyrically explores human connections, personal growth, and love's transformative power. Live performances highlight its emotional depth and rawness.",https://www.youtube.com/watch?v=Q49pnA4jsp8
seasons,Indie Rock/Jazz Pop,Wave to Earth,"Slow-tempo indie ballad in C major, 4/4 time, approximately 70 BPM; features warm electric guitar, subdued bass, and gentle drums; introspective lyrics explore themes of unrequited love and self-doubt; evokes feelings of melancholy and longing; part of ""Summer Flows 0.02"" album; praised for its calming and uplifting qualities; resonates with listeners seeking solace in music.",https://www.youtube.com/watch?v=CnVVjLOGVoY
sunny days,Indie Rock,Wave to Earth,"Mid-tempo indie track in C major, 4/4 time, approximately 90 BPM, featuring warm guitar strums, mellow basslines, and soft percussion. Lyrically, it celebrates love's transformative power, turning ordinary moments into joyful experiences. The accompanying music video, filmed in the Philippines, showcases vibrant street scenes, enhancing the song's uplifting mood. bandwagon.asia",https://www.youtube.com/watch?v=hRjC3ek0Oxk
peach eyes,Indie Pop,Wave to Earth,"Indie pop track from 2023 album ""0.1 Flaws and All"" features mellow tempo, warm synths, and soft vocals. Lyrically, it explores deep affection and emotional reliance, symbolized by """" representing warmth and comfort. The song's structure includes a repeating chorus and verses expressing longing and devotion. Notably, the term """" was inspired by the band's first international performance in Thailand, where the innocence and happiness of fans' eyes evoked this imagery.",https://www.youtube.com/watch?v=Q-UZygeboOc
light,Indie Pop/Jazz,Wave to Earth,"Dreamy indie-surf rock track with ambient, atmospheric sound; gentle guitar strums, airy falsetto vocals, subtle programmed drums; soft tempo; in English; themes of love, connection, celestial imagery; released November 18, 2019; featured on debut album ""wave 0.01"" 2020; over 5 million plays; praised for ethereal sound and poetic lyrics; described as ""one of the cutest songs"" by listeners.",https://www.youtube.com/watch?v=mCcxBOPiKPY
pink,Indie Rock,Wave to Earth,"Dreamy indie rock track features gentle guitar strums, airy vocals, and soft saxophone accents, creating a nostalgic atmosphere. Lyrics explore themes of freedom, fleeting moments, and longing, with vivid imagery of running through fields and chasing sunsets. Part of 2023 album ""0.1 Flaws and All, "" it showcases band's signature blend of indie rock and jazz influences. Live performances often elicit strong emotional responses from audiences.",https://www.youtube.com/watch?v=udaVFwtgmS4
calla,Indie Pop,Wave to Earth,"A 4-minute, 19-second indie ballad in F major at 110 BPM, featuring soft piano, gentle guitar, and subtle percussion. The song's structure includes verses, a chorus, and a bridge, with lyrics exploring themes of resilience and support. The title references the lily, symbolizing growth and renewal. The track is part of the 2023 album ""0.1 Flaws and All.""",https://www.youtube.com/watch?v=dbXa26RwURE
dried flower,Indie Rock/Pop,Wave to Earth,"A melancholic track from 2022's ""0.1 Flaws and All, "" this song features a slow tempo, somber melodies, and sparse instrumentation, including guitar, bass, drums, Rhodes, and saxophone. The lyrics depict a relationship's decline, using imagery of withered flowers to symbolize emotional desolation. The vocalist's silvery, ethereal tone enhances the song's introspective mood. The arrangement's dark, dissonant chords and a poignant saxophone solo intensify the sense of loss and resignation.",https://www.youtube.com/watch?v=6tqFCcERhoQ
nouvelle vague,Indie Pop/Jazz,Wave to Earth,"Mid-tempo indie rock track in C minor, 4/4 time, approximately 90 BPM, featuring warm guitar riffs, smooth saxophone melodies, and soulful vocals. The song's structure includes verses, a chorus, and a bridge, with lyrics exploring themes of uncertainty, hope, and the cyclical nature of growth. The title, translating to ""new wave, "" symbolizes a longing for renewal and connection. The track's production blends soft indie rock with jazz influences, creating an intimate and introspective",https://www.youtube.com/watch?v=-LvfeaJagsA
sunburn,Indie Rock,Wave to Earth,"Mid-tempo track in C minor, 4/4 time, approximately 120 BPM, blending lo-fi rock with jazz influences. Features warm guitar riffs, subdued vocals, and a dissonant saxophone break. Lyrically explores environmental degradation and personal anguish, using imagery of polluted skies and suffocating dust. The song's production includes ambient noises, capturing a raw, unpolished sound. Notably, it has become a crowd favorite at live shows.",https://www.youtube.com/watch?v=4zPDFvNqjsQ
homesick,Indie Pop,Wave to Earth,"A melancholic ambient electronic track in G♯/A♭ major at 94.9 BPM, lasting 5:06 minutes, featuring ethereal melodies, atmospheric textures, and silvery, fairy-like vocals that evoke feelings of longing and nostalgia. The song's dark, dissonant piano chords and slow, almost stagnant rhythms mirror the emotional turmoil of heartbreak and loneliness. The lyrics convey themes of isolation, yearning for home, and the pain of unfulfilled dreams, with",https://www.youtube.com/watch?v=RxiTWxP9Xf4
surf.,Indie Rock/Shoegaze,Wave to Earth,"Upbeat indie rock track featuring warm guitar riffs, airy falsetto vocals, and programmed drums, blending soft rock with jazz influences. Incorporates saxophone and keyboard elements, creating a breezy, beachy atmosphere. Lyrically explores themes of love and nature, with lyrics in English. Part of the 2020 EP ""Summer Flows 0.02"" by South Korean band .",https://www.youtube.com/watch?v=PKLCnAQmNN4
wave,Indie Rock,Wave to Earth,"Gentle indie rock track featuring warm guitar strums, airy falsetto vocals, and subtle programmed drums, creating an ambient, beachy atmosphere. Incorporates soft synths and jazzy elements, with a smooth, flowing structure. Themes of love and connection are explored through poetic lyrics, evoking feelings of nostalgia and longing. Released as debut single in August 2019, it set the tone for the band's mellow, atmospheric sound.",https://www.youtube.com/watch?v=Q49pnA4jsp8
holyland,Indie Rock/Pop,Wave to Earth,"A melancholic ballad blending R&B and soul influences, featuring Daniel Kim's emotive vocals over gentle guitar strums and a subtle bassline. The track's introspective lyrics explore themes of loss and longing, with a reflective instrumental outro that invites listener introspection. Notably, the song includes the band's first use of profanity, adding a raw, unfiltered emotional layer to the composition.",https://www.youtube.com/watch?v=VzayimarIog
annie.,Indie Pop,Wave to Earth,"Mid-tempo track in C major, 4/4 time signature, approximately 120 BPM, featuring clean electric guitar, ambient synths, subtle bassline, and soft, syncopated drums. Merges lo-fi indie pop with jazz-infused rhythms, creating a dreamy, atmospheric soundscape. Lyrically, it conveys a message of rejecting societal pressures and embracing authenticity, with themes of self-acceptance and defiance against conformity. Notably includes an explicit line, marking a departure from the band's previous work.",https://www.youtube.com/watch?v=MSOd9osDhJg
play with earth!,Indie Rock/Alt Pop,Wave to Earth,"Upbeat indie rock track with lively synths, playful basslines, and dynamic drumming, featuring Daniel Kim's versatile vocals; reminiscent of summer bike rides, it exudes a carefree, youthful energy.; verse–pre–hook–chorus form; earworm motif; tight vocal comp; plate reverb; mid‑tempo groove; bright acoustic elements; soft saturation on bus",https://www.youtube.com/watch?v=t3Lwj7lpZGo
Tip Toe,Indie Pop,HYBS,"Upbeat R&B track with 164 BPM, B Major key, 4/4 time signature, 3:44 duration; features groovy basslines, airy falsetto vocals, programmed drums, and synth-pop elements; lyrics express intense romantic attraction and desire; music video showcases duo on talk show with retro aesthetic and playful games; released June 20, 2023; received mixed reviews, some praising energy, others noting repetitive structure; limited edition vinyl released October 16, 2023.",https://www.youtube.com/watch?v=wtUaW2HEsCY
Ride,Indie Pop/R&B,HYBS,"Mid-tempo R&B track in C# minor, 4/4 time, approximately 80 BPM, featuring warm synths, smooth falsetto vocals, and a laid-back beat. Lyrically, it portrays a romantic late-night conversation under the stars, expressing longing and a desire for intimacy. The song's production blends retro-pop vibes with R&B and neo-soul elements, creating a dreamy atmosphere. Listeners have praised its soothing melody and heartfelt lyrics, making it a favorite for late-night drives and moments of relaxation.",https://www.youtube.com/watch?v=lA76F5OZbiM
Dancing with my phone,Indie Pop,HYBS,"Mid-tempo 102 BPM track in F♯ major, featuring warm guitar riffs, airy falsetto vocals, and programmed drums. The 3:24 song is structured in 4/4 time, blending R&B and pop elements. Lyrically, it explores themes of loneliness and nostalgia, portraying a person who, while feeling down, finds solace in music that reminds them of a past relationship, leading to moments of reflection and longing.",https://www.youtube.com/watch?v=ZQ7QtBtjGUE
Killer,Indie/R&B,HYBS,"Mid-tempo 95 BPM track in D minor, featuring warm synths, groovy basslines, and airy falsetto vocals. Lyrically, it explores themes of betrayal and emotional turmoil in a toxic relationship. The song's production incorporates '80s retro vibes, blending elements of pop and R&B. Notably, the live version includes a rock-style flair, adding a dynamic edge to the performance.",https://www.youtube.com/watch?v=8EfV1RhgQaI
Would You Mind,Indie Pop,HYBS,"Mid-tempo 95 BPM track in C major, featuring warm guitar strums, airy falsetto vocals, and subtle programmed drums. Structured in 4/4 time, it blends pop and R&B elements, creating a mellow, introspective atmosphere. The song's lyrics explore themes of shyness and longing, with the repeated question "" it if I'm gonna call you my home?"" reflecting a desire for deeper connection. Released on September 1, 2022, as part of the album ""Making Steak, "" it showcases the duo's ability to craft heartfelt",https://www.youtube.com/watch?v=tFo4Il_jn_k
Rockstar,Indie Pop,HYBS,"Upbeat pop track in C# major at 117 BPM with 4/4 time signature, featuring energetic programmed drums, bright synths, and layered vocals. Incorporates elements of R&B and pop, creating a lively, danceable atmosphere. Themes of self-confidence and ambition are conveyed through lyrics about overcoming obstacles and embracing a persona. The song has gained popularity on streaming platforms, reflecting its widespread appeal.",https://www.youtube.com/watch?v=TCflc7hTZhM
Prettiest To Me,Indie/Bedroom Pop,HYBS,"A heartfelt indie pop track in F# major, 167 BPM, 3/4 time signature, 3:22 duration, featuring warm guitar, airy falsetto, and subtle programmed drums, expressing deep affection and cherished memories.; clean topline; layered harmonies; glossy synth pads; punchy drums; mid‑tempo groove; bright acoustic elements; soft saturation on bus",https://www.youtube.com/watch?v=W4kpFQYMR0U
Go Higher,Indie Pop/Funk,HYBS,"Upbeat indie-pop track with groovy bassline, catchy hooks, and lively beats; features warm guitar riffs, airy falsetto vocals, and programmed drums; exudes positive energy, encouraging listeners to embrace adventure and joy; released as part of debut album 'Making Steak' in 2022; described by duo as intended to open shows with a bang; received praise for its infectious rhythm and uplifting vibe.",https://www.youtube.com/watch?v=z9cmLzGQUbU
I'm Blessed,Indie Pop,HYBS,"A 3:38 indie pop track in A♭ major at 112 BPM, featuring smooth vocals, warm guitar, and subtle programmed drums. The song's structure includes verses, a chorus, and a bridge, with lyrics in both English and Japanese. Themes of self-acceptance and moving on from a past relationship are explored. Released on February 6, 2024, as part of the ""Well Done Concert"" album.",https://www.youtube.com/watch?v=IVxrVDPVXJw
My Dear,Indie Pop,HYBS,"A heartfelt track from a Thai duo's farewell album, blending retro-pop with soulful melodies. Features warm guitar strums, airy falsetto vocals, and programmed drums. The song's structure emphasizes intimacy, inviting listeners into a shared moment of love and companionship. The duo's decision to conclude their musical journey after this release reflects their dedication to authenticity and passion.",https://www.youtube.com/watch?v=e7zzGaXSNBk
Let It Rain,Indie Pop,HYBS,"Soul-tinged indie pop track at 93 BPM in F major, featuring warm guitar, airy falsetto vocals, programmed drums, sub-bass, and lo-fi sheen; lyrics explore resilience amid misfortune, embracing life's challenges with optimism.; mid‑tempo groove; bright acoustic elements; soft saturation on bus; clean topline; layered harmonies; glossy synth pads; punchy drums",https://www.youtube.com/watch?v=FetCJFSNHxw
Run Away,Indie Pop,HYBS,"Upbeat indie-pop track in D minor at 122 BPM, featuring warm vocals, groovy basslines, and catchy melodies. Released in 2022 as part of the album ""Making Steak, "" it became a fan favorite for its relatable themes of escapism and self-liberation. The duo, known for their breezy sound, aimed to create music that serves as a mood setter for various occasions.",https://www.youtube.com/watch?v=lSZ6aVtC-LM
Good Care,Indie Pop,HYBS,"A 3-minute pop track blending retro '80s and '90s vibes with R&B and neo-soul elements, featuring warm synths, smooth falsetto vocals, and a steady programmed drum beat. The song's lyrics explore themes of emotional support, self-care, and nurturing relationships in a fast-paced world.; groove‑locked percussion; off‑beat hats; sustained chords; build‑to‑peak energy curve",https://www.youtube.com/watch?v=tdz8Ph8BM10
Fantasy,Indie Pop,HYBS,"Upbeat pop track with 120 BPM tempo, set in C minor key, 4/4 time signature, approximately 3 minutes 30 seconds long. Features groovy bassline, rhythmic guitar strums, and energetic programmed drums. Incorporates 1970s funk influences, creating nostalgic yet fresh sound. Lyrically explores themes of desire and escapism, inviting listener into shared . Released November 14, 2023, by Bangkok-based duo .",https://www.youtube.com/watch?v=tPd-RbhPqgk
Serenity,Indie Pop,HYBS,"Mid-tempo 88 BPM track in D# major, featuring warm acoustic guitar, airy falsetto vocals, and subtle programmed drums. Structured in 4/4 time, it blends lo-fi sheen with uplifting melodies, creating an intimate, serene atmosphere. Themes of liberation and self-discovery are explored, inviting listeners to embrace change and find peace in personal growth. Released on February 27, 2024, as part of the ""WELL DONE"" EP.",https://www.youtube.com/watch?v=lDyJS5hHEGI
Bad Desire (With or Without You),K-Pop/Pop,ENHYPEN,"Mid-tempo dance-pop track in C# minor, 90 BPM, 2:21 duration, featuring dark synths, syncopated rhythms, and heavy pulsing bass. Vocals oscillate between restraint and release, mirroring internal conflict. Lyrically explores themes of forbidden love and obsession, with references to vampirism and emotional turmoil. Music video showcases gothic elements, including apocalyptic imagery and members embodying light and dark contrasts.",https://www.youtube.com/watch?v=_EKBMKJXBp4
Outside,K-Pop/Pop,ENHYPEN,"A 2-minute hip-hop trap track with a strong beat, featuring deep, husky rap verses and gang vocals, incorporating a slick interpolation of Three 6 Mafia's ""Stay Fly, "" delving into themes of inner conflict and desire, accompanied by a high-budget music video depicting members battling shadow versions of themselves.",https://www.youtube.com/watch?v=uHG-2mCfyT4
XO (Only If You Say Yes),K-Pop/Electropop,ENHYPEN,"Mid-tempo pop track in B minor, 4/4 time, approximately 90 BPM, featuring smooth synths, rhythmic programmed drums, and airy falsetto vocals. Incorporates stuttering vocal effects in the chorus, creating an earworm hook. Production highlights include JVKE's signature synth flourishes, adding atmospheric depth. Lyrically, it conveys a boy's devotion to fulfilling his lover's wishes, symbolized by ""XO"" kiss and hug . The music video portrays seven romantic scenarios, enhancing the song's dreamy,",https://www.youtube.com/watch?v=15YerC511tY
No Doubt,K-Pop/Rock,ENHYPEN,"Mid-tempo synth-pop track in B minor, 4/4 time signature, approximately 90 BPM, 3:30 minutes long, featuring layered retro-style synthesizers, looping drum patterns, minimalist 808 bass, and mature, nuanced vocals. The song's production is smooth and ethereal, with melodies that are relatively flat and uneventful, and a sheen that glides over the ear without offering much texture. The track's composition complements its lyrical content, creating an immersive experience that pulls listeners into",https://www.youtube.com/watch?v=rDolt3jJRsM
Brought The Heat Back,Dance Pop,ENHYPEN,"Funky dance-pop track blending groovy basslines with vibrant synths, featuring dynamic tempo shifts and syncopated rhythms; lyrics explore intense jealousy and desire; music video showcases playful chase for a shape-shifting cat, adding comedic flair to group's vampire concept.; mid‑tempo groove; bright acoustic elements; soft saturation on bus",https://www.youtube.com/watch?v=LzbjdCgK1kU
Sweet Venom,Pop/Dance,ENHYPEN,"A groovy, funk-infused pop track with a solid bassline and rhythmic guitar riffs, featuring falsetto vocals and cowbell accents, creating a playful yet seductive atmosphere. The music video showcases synchronized choreography and a time-stopping concept, enhancing the song's allure. Lyrically, it explores the intoxicating duality of love, portraying it as both sweet and venomous. The track's brevity has been noted, with some critics suggesting it could benefit from a more expansive structure.",https://www.youtube.com/watch?v=VC7YokJdu_M
Bite Me,Pop/Trap,ENHYPEN,"Dark pop track with a tempo of 90 BPM, set in a minor key, featuring a sparse, throbbing bassline, atmospheric synths, and layered falsetto vocals. The pre-chorus introduces a chant-like vocalization, building tension before the hook. The song's structure omits a bridge, concluding with an eerie fade-out. The accompanying music video showcases moody lighting and choreography with female dancers, enhancing the track's seductive, vampire-inspired theme.",https://www.youtube.com/watch?v=U1e51AhXQGQ
Drunk-Dazed,Pop/Rock/EDM,ENHYPEN,"High-energy pop-rock track blending throbbing bass, electronic undertones, and rhythmic electric guitar, creating an electrifying atmosphere. Features rapid tempo, 4/4 time signature, and dynamic choreography. Music video portrays supernatural party with blood motifs, hinting at vampire themes. Lyrics explore feelings of entrapment and addiction within a chaotic carnival-like existence. Achieved over 100 million streams on Spotify, reflecting its widespread popularity.",https://www.youtube.com/watch?v=WZWTnm3EQNs
Fever,R&B/Pop,ENHYPEN,"Mid-tempo pop-R&B track in B minor, 4/4 time, 2:52 duration, featuring steady bassline, hazy synths, breathy falsettos, and rhythmic percussion; lyrics convey intense longing and passion; choreography emphasizes sensuality and restraint.; clean topline; layered harmonies; glossy synth pads; punchy drums",https://www.youtube.com/watch?v=-IPjC7ogMm8
Polaroid Love,Pop,ENHYPEN,"Mid-tempo pop-R&B track with smooth vocals and electronic production, blending EP sounds with sweet melodies. Released as a B-side on January 10, 2022, it gained popularity through a viral TikTok dance challenge, leading to chart success. The song's lyrics explore the complexities of love, likening it to a Polaroid photograph—capturing fleeting yet vivid moments. The track's success was further highlighted by a special performance featuring popular USJ characters at the ""FNS Kayousai"" music",https://www.youtube.com/watch?v=7PvV7EgO__0
Given-Taken,K-Pop/EDM,ENHYPEN,"Mid-tempo pop track blends deep bass synths with dreamlike harp flourishes, creating an alluring, haunting atmosphere. Vocals are layered with light, clean tones, delivering a cold, impersonal vibe. Lyrics explore themes of transformation and grappling with fate, with references to ""red eyes"" and ""white fangs, "" hinting at a vampiric concept. Music video features Victorian-era mansion settings and open fields, with members portraying vampire boys, adding to the eerie ambiance.",https://www.youtube.com/watch?v=FK9z_jA1m4g
Sacrifice (Eat Me Up),Pop/Hip-Hop,ENHYPEN,"Mid-tempo alternative R&B track in C minor at 69 BPM, featuring smooth, breathy vocals and subtle synths. Instrumentation includes deep bass, airy falsetto, and programmed drums, creating a sensual atmosphere. Lyrically, it explores themes of self-sacrifice and longing, with a music video blending ethereal visuals and synchronized choreography. Critics note its alluring mood and potential for captivating live performances.",https://www.youtube.com/watch?v=HROTJfbtcU4
ParadoXXX Invasion,Pop/Hip-Hop,ENHYPEN,"Mid-tempo 95 BPM track in C# major, 3:07 duration, 4/4 time signature, blending early 2000s hip-hop with modern pop elements. Features groovy basslines, energetic programmed drums, and dynamic rap verses. Vocals range from smooth falsetto to powerful belting, creating a rebellious, youthful atmosphere. Lyrically challenges societal norms, encouraging listeners to embrace individuality and defy conventional logic. Music video showcases vibrant choreography in industrial settings, enhancing the",https://www.youtube.com/watch?v=DODvGO_arfU
Blessed-Cursed,Rock/Pop,ENHYPEN,"Mid-tempo track blends hip-hop with '70s hard rock, featuring distorted electric guitars and trap percussion. Vocals showcase genuine presence, with minimal processing. Lyrically, it explores themes of self-discovery and breaking societal constraints. Music video pays homage to late '90s aesthetics, with vibrant colors and retro fashion. Choreography emphasizes synchronized movements, enhancing the song's intensity. Released as part of a repackaged album, it achieved commercial success, topping",https://www.youtube.com/watch?v=6JKayY6s9fo
Tamed-Dashed,Synth-Pop,ENHYPEN,"Upbeat dance track blends 1980s new wave with modern EDM, featuring punchy guitar riffs, energetic synthesizers, and a driving bassline. Vocals, though youthful, lack distinctive character, leading to a synthetic feel. Music video showcases members engaging in daytime sports, symbolizing freedom and camaraderie. Lyrically explores internal conflict between succumbing to desires and resisting them. Released as lead single from debut studio album, ""Dimension: Dilemma, "" in October 2021.",https://www.youtube.com/watch?v=CMefXBZxgP0
Future Perfect (Pass the MIC),Hip-Hop/Pop,ENHYPEN,"Aggressive drill-inspired track with syncopated trap beats, heavy sub-bass, and brass accents; features rapid-fire rap verses, dynamic pre-chorus, and chant-like chorus; energetic choreography with synchronized movements; lyrics convey themes of ambition and unity; music video showcases urban settings and complex dance routines.",https://www.youtube.com/watch?v=QMlNLo74mOw
Orange Flower (You Complete Me),Pop Ballad,ENHYPEN,"Upbeat soft-pop track in C# major at 126 BPM, featuring warm vocals and uplifting melodies. Instrumentation includes bright synths and rhythmic programmed drums, creating a feel-good atmosphere. Lyrically, it uses the metaphor of an orange flower to symbolize love's transformative power, filling the narrator's world with color and warmth. The song's structure follows a standard pop format with verses, pre-choruses, and a memorable chorus. Critics note its cheerful vibe and emotional depth,",https://www.youtube.com/watch?v=lmf0VvzMu6k
the perfect pair,Indie Pop,beabadoobee,"A 2:58 bossa nova-infused track at 146 BPM, featuring warm guitar strums, airy falsetto vocals, and subtle programmed drums, exploring themes of romantic distrust and uncertainty.; clean topline; layered harmonies; glossy synth pads; punchy drums; verse–pre–hook–chorus form; earworm motif; tight vocal comp; plate reverb",https://www.youtube.com/watch?v=HwtEBQiuX-c
Glue Song,Indie/Bedroom Pop,beabadoobee,"A chamber pop ballad featuring gentle acoustic guitar, lush strings, and subtle trumpet accents, this track showcases delicate vocals over a mellow tempo, creating an intimate atmosphere. The song's lyrics express deep affection, using the metaphor of being ""stuck by the glue"" to convey the strength of love. The accompanying music video, shot on 16mm film in Iloilo City, Philippines, adds a personal touch, highlighting the artist's cultural roots.",https://www.youtube.com/watch?v=y1cBhJLNNXU
Take A Bite,Pop Rock/Alt Rock,beabadoobee,"Mid-tempo 90s-inspired alt-rock track in E minor, 4/4 time, approximately 90 BPM, 3:30 duration, featuring electric guitar, bass, drums, and piano. Characterized by introspective lyrics exploring self-sabotage and unhealthy relationship patterns, delivered with raw, emotive vocals. Produced by Rick Rubin at Shangri-La Studios, Malibu, with a music video shot in Bulgaria.",https://www.youtube.com/watch?v=-DmixSHLIn0
Beaches,Indie Pop/Rock,beabadoobee,"Upbeat indie rock track with driving distorted guitars and catchy melodies, blending 90s-inspired power chords with introspective lyrics. Recorded at Rick Rubin's Shangri-La studio in Malibu, the song captures a sense of calm and clarity, reflecting themes of self-discovery and acceptance. The track features crisp electric pulses, a grungy guitar solo, and a twinkling chime, adding to its breezy, sunny vibe. Lyrically, it encourages embracing life's uncertainties and finding happiness in the",https://www.youtube.com/watch?v=nNXSSfSmbao
Ever Seen,Indie Pop,beabadoobee,"Upbeat indie-pop track with soaring strings, pummeling percussion, and layered instrumentation; originally envisioned as country song, now starry-eyed anthem brimming with euphoric energy; written during tour with Taylor Swift; music video shot in Japan, blending calm and chaotic dream sequences.; mid‑tempo groove; bright acoustic elements; soft saturation on bus",https://www.youtube.com/watch?v=-VEpcGrCOWY
the way things go,Indie Folk/Pop,beabadoobee,"A melancholic indie rock and alt-pop track with indie folk elements, featuring a 4/4 time signature and a tempo of approximately 80 BPM. The song is built around a metallic acoustic guitar, layered with a springy electric lead, and enhanced by fluttering flutes and a rush of strings. The production is minimalistic, contributing to its simplicity and charm. Thematically, it explores themes of self-awareness and acceptance following a breakup, with lyrics reflecting on the fading of a past",https://www.youtube.com/watch?v=4SeE6rJrnfc
Coffee,Indie Folk,beabadoobee,"A 2:06 lo-fi acoustic ballad featuring warm vocals and gentle guitar strumming, recorded with basic equipment in a bedroom setting. The track's minimalist production and raw style exemplify the bedroom pop genre. Its intimate, heartfelt lyrics explore themes of care and affection within a romantic relationship. The song gained widespread popularity after being sampled in Powfu's 2020 hit ""Death Bed for Your Head ."" .",https://www.youtube.com/watch?v=OF9AJY0gzX8
Talk,Indie Rock,beabadoobee,"Upbeat pop-rock track with energetic guitar riffs, driving basslines, and punchy drums; features soaring, distortion-soaked vocals; lyrics explore themes of indulgence and excitement; reminiscent of early 2000s pop-punk; inspired by Tuesday nights out; released as lead single from upcoming album; received praise for its infectious energy and catchy melody.",https://www.youtube.com/watch?v=hCw80xpI3k0
